id,category,name_zh,summary,shape_primary,difficulty,intensity,style_tags,best_crops,perspective_dependency,image
SQ-007,SQ,侧伸腿蹲,一腿深屈承重，另一腿向侧方伸长,DIAGONAL,hard,4,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/SQ-007.webp
SQ-008,SQ,前倾低蹲,蹲姿中躯干明显向前延展，重心稳定,DIAGONAL,medium,3,时尚编辑|清冷,full_body|three_quarter,medium,assets/pose-images/SQ-008.webp
SQ-009,SQ,蹲姿扭转,骨盆低位稳定，胸腔转向侧后方,TWIST,medium,3,时尚编辑|戏剧化,full_body|three_quarter,low,assets/pose-images/SQ-009.webp
SQ-010,SQ,前臂搭膝蹲,前臂自然落在一侧或双侧膝部,TRIANGLE,easy,2,松弛|时尚编辑,full_body|three_quarter,low,assets/pose-images/SQ-010.webp
SQ-011,SQ,蹲姿单臂过头,低位蹲姿中单臂越头形成大弧线,C_CURVE,hard,4,戏剧化|时尚编辑,full_body|three_quarter,low,assets/pose-images/SQ-011.webp
SQ-012,SQ,低位对角伸展,重心下沉，上肢向斜上方拉出对角线,DIAGONAL,hard,4,戏剧化|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-012.webp
SQ-013,SQ,半蹲时装定格,膝髋轻屈而非深蹲，身体像动作中途停住,ASYMMETRIC,easy,2,时尚编辑|清冷,full_body|three_quarter,medium,assets/pose-images/SQ-013.webp
SQ-014,SQ,背身低蹲回头,身体背向镜头低蹲，头部回看,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-014.webp
SQ-015,SQ,脚尖不对称蹲,一脚完整着地，另一脚前掌/脚尖承担轻支撑,ASYMMETRIC,hard,4,时尚编辑|活泼,full_body|three_quarter,low,assets/pose-images/SQ-015.webp
SQ-016,SQ,深蹲宽距·直立收拢,双脚宽距深蹲，膝髋充分屈曲；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,3,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-016.webp
SQ-017,SQ,深蹲宽距·前倾对角,双脚宽距深蹲，膝髋充分屈曲；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-017.webp
SQ-018,SQ,深蹲宽距·扭转开放,双脚宽距深蹲，膝髋充分屈曲；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-018.webp
SQ-019,SQ,深蹲窄距·直立收拢,双脚较窄深蹲，身体更紧凑；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,3,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-019.webp
SQ-020,SQ,深蹲窄距·前倾对角,双脚较窄深蹲，身体更紧凑；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-020.webp
SQ-021,SQ,深蹲窄距·扭转开放,双脚较窄深蹲，身体更紧凑；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-021.webp
SQ-022,SQ,单侧深蹲·直立收拢,重心下沉到一侧腿，另一腿承担较少重量；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,4,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-022.webp
SQ-023,SQ,单侧深蹲·前倾对角,重心下沉到一侧腿，另一腿承担较少重量；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,4,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-023.webp
SQ-024,SQ,单侧深蹲·扭转开放,重心下沉到一侧腿，另一腿承担较少重量；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-024.webp
SQ-025,SQ,半蹲宽距·直立收拢,宽距站立基础上下沉到半蹲；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,2,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-025.webp
SQ-026,SQ,半蹲宽距·前倾对角,宽距站立基础上下沉到半蹲；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-026.webp
SQ-027,SQ,半蹲宽距·扭转开放,宽距站立基础上下沉到半蹲；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-027.webp
SQ-028,SQ,半蹲窄距·直立收拢,窄距站立基础上下沉到半蹲；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,2,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-028.webp
SQ-029,SQ,半蹲窄距·前倾对角,窄距站立基础上下沉到半蹲；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-029.webp
SQ-030,SQ,半蹲窄距·扭转开放,窄距站立基础上下沉到半蹲；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-030.webp
SQ-031,SQ,提踵深蹲·直立收拢,低蹲时一侧或双侧脚跟抬起，增加轻盈与平衡要求；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,hard,4,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-031.webp
SQ-032,SQ,提踵深蹲·前倾对角,低蹲时一侧或双侧脚跟抬起，增加轻盈与平衡要求；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,hard,4,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-032.webp
SQ-033,SQ,提踵深蹲·扭转开放,低蹲时一侧或双侧脚跟抬起，增加轻盈与平衡要求；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,hard,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-033.webp
SQ-034,SQ,一腿侧伸低蹲·直立收拢,一腿深屈承重，另一腿向侧方伸直；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,4,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-034.webp
SQ-035,SQ,一腿侧伸低蹲·前倾对角,一腿深屈承重，另一腿向侧方伸直；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,4,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-035.webp
SQ-036,SQ,一腿侧伸低蹲·扭转开放,一腿深屈承重，另一腿向侧方伸直；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-036.webp
SQ-037,SQ,前后错步低蹲·直立收拢,前后脚错位并下沉，形成纵深低位结构；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,4,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-037.webp
SQ-038,SQ,前后错步低蹲·前倾对角,前后脚错位并下沉，形成纵深低位结构；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,4,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-038.webp
SQ-039,SQ,前后错步低蹲·扭转开放,前后脚错位并下沉，形成纵深低位结构；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-039.webp
SQ-040,SQ,背身低蹲·直立收拢,身体背向或三分之二背向镜头下沉低蹲；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,3,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-040.webp
SQ-041,SQ,背身低蹲·前倾对角,身体背向或三分之二背向镜头下沉低蹲；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-041.webp
SQ-042,SQ,背身低蹲·扭转开放,身体背向或三分之二背向镜头下沉低蹲；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-042.webp
SQ-043,SQ,单膝内扣半蹲·直立收拢,半蹲中一侧膝轻内收形成时装不对称；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,medium,3,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-043.webp
SQ-044,SQ,单膝内扣半蹲·前倾对角,半蹲中一侧膝轻内收形成时装不对称；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-044.webp
SQ-045,SQ,单膝内扣半蹲·扭转开放,半蹲中一侧膝轻内收形成时装不对称；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,medium,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-045.webp
SQ-046,SQ,三点低蹲·直立收拢,低蹲时一手触地参与三点支撑；在低位中尽量保持胸口上提，整体轮廓收拢稳定。,COMPACT,hard,4,自然|柔和,full_body|three_quarter,low,assets/pose-images/SQ-046.webp
SQ-047,SQ,三点低蹲·前倾对角,低蹲时一手触地参与三点支撑；髋部后移、胸口前伸，形成低位强对角线。,DIAGONAL,hard,4,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/SQ-047.webp
SQ-048,SQ,三点低蹲·扭转开放,低蹲时一手触地参与三点支撑；低位基底稳定，胸腔向侧面旋转并打开负空间。,TWIST,hard,4,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/SQ-048.webp
FL-001,FL,侧坐单手支撑,地面侧坐，一手在身体侧后方支撑,TRIANGLE,easy,2,自然|优雅,full_body|three_quarter,low,assets/pose-images/FL-001.webp
FL-002,FL,美人鱼侧折腿,双腿向同一侧折叠，躯干拉长,C_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/FL-002.webp
FL-003,FL,长腿后撑坐,腿部向前延长，双手在身体后方支撑,DIAGONAL,easy,2,松弛|时尚编辑,full_body|three_quarter,low,assets/pose-images/FL-003.webp
FL-004,FL,屈膝后躺,上身后靠或接近仰卧，双膝屈曲,TRIANGLE,easy,2,柔和|松弛,full_body|three_quarter,low,assets/pose-images/FL-004.webp
FL-005,FL,俯卧肘撑,俯卧并以前臂/肘部支撑上身,HORIZONTAL,easy,2,自然|柔和,full_body|three_quarter,low,assets/pose-images/FL-005.webp
FL-006,FL,俯卧单腿后屈,俯卧基础上一侧小腿向上屈曲,ASYMMETRIC,easy,2,活泼|柔和,full_body|three_quarter,low,assets/pose-images/FL-006.webp
FL-007,FL,仰卧双膝屈曲,平躺，双膝弯曲，身体形成稳定层次,TRIANGLE,easy,2,柔和|清冷,full_body|three_quarter,low,assets/pose-images/FL-007.webp
FL-008,FL,仰卧一腿延长,仰卧中一腿屈、一腿延长，形成不对称线条,DIAGONAL,easy,2,优雅|清冷,full_body|three_quarter,low,assets/pose-images/FL-008.webp
FL-009,FL,侧卧前臂支撑,侧卧并以前臂支撑上身，身体形成长斜线,DIAGONAL,easy,2,优雅|时尚编辑,full_body|three_quarter,low,assets/pose-images/FL-009.webp
FL-010,FL,侧卧长线,侧卧身体与双腿尽量拉长，减少支点干扰,HORIZONTAL,easy,2,清冷|优雅,full_body|three_quarter,low,assets/pose-images/FL-010.webp
FL-011,FL,抱膝地坐,坐地并让双膝接近躯干，手臂环抱或靠近膝部,COMPACT,easy,2,柔和|自然,full_body|three_quarter,low,assets/pose-images/FL-011.webp
FL-012,FL,V形地坐,上身与腿部形成开放V形，手臂辅助平衡,OPEN,medium,3,力量感|时尚编辑,full_body|three_quarter,low,assets/pose-images/FL-012.webp
FL-013,FL,盘腿直立坐,盘腿或交叉腿坐，脊柱纵向拉长,VERTICAL,easy,2,自然|清冷,full_body|three_quarter,low,assets/pose-images/FL-013.webp
FL-014,FL,一腿折一腿伸,一腿折叠在内侧，另一腿向前或侧方延伸,DIAGONAL,easy,2,优雅|自然,full_body|three_quarter,low,assets/pose-images/FL-014.webp
FL-015,FL,双腿同侧地坐,两腿同时折向一侧，上身向相反方向平衡,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/FL-015.webp
FL-016,FL,地面双手后撑,坐地双手后撑，胸腔打开、腿部自由变化,ARCH,easy,3,松弛|时尚编辑,full_body|three_quarter,low,assets/pose-images/FL-016.webp
FL-017,FL,低位眼镜蛇延展,俯卧基础上抬起胸腔，手臂参与低位支撑,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter,low,assets/pose-images/FL-017.webp
FL-018,FL,侧卧收拢蜷曲,侧卧并让膝部与上身靠近，形成收拢轮廓,COMPACT,easy,2,柔和|清冷,full_body|three_quarter,low,assets/pose-images/FL-018.webp
FL-019,FL,四肢对角展开,地面姿势中手脚向不同方向形成大对角线,DIAGONAL,medium,3,戏剧化|时尚编辑,full_body|three_quarter,medium,assets/pose-images/FL-019.webp
FL-020,FL,地面扭转回看,骨盆贴地，胸腔转向后方并回头,TWIST,medium,3,时尚编辑|优雅,full_body|three_quarter,low,assets/pose-images/FL-020.webp
FL-021,FL,长坐双腿前伸·纵向延展,坐地，双腿向前延长形成清晰长线；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-021.webp
FL-022,FL,长坐双腿前伸·侧向弧线,坐地，双腿向前延长形成清晰长线；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-022.webp
FL-023,FL,长坐双腿前伸·轴向扭转,坐地，双腿向前延长形成清晰长线；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-023.webp
FL-024,FL,长坐双腿前伸·开胸延展,坐地，双腿向前延长形成清晰长线；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-024.webp
FL-025,FL,长坐一屈一伸·纵向延展,一腿屈曲靠近身体，另一腿向前延伸；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-025.webp
FL-026,FL,长坐一屈一伸·侧向弧线,一腿屈曲靠近身体，另一腿向前延伸；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-026.webp
FL-027,FL,长坐一屈一伸·轴向扭转,一腿屈曲靠近身体，另一腿向前延伸；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-027.webp
FL-028,FL,长坐一屈一伸·开胸延展,一腿屈曲靠近身体，另一腿向前延伸；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-028.webp
FL-029,FL,侧坐双腿折叠·纵向延展,双腿折向同一侧，骨盆形成侧向地坐；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-029.webp
FL-030,FL,侧坐双腿折叠·侧向弧线,双腿折向同一侧，骨盆形成侧向地坐；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-030.webp
FL-031,FL,侧坐双腿折叠·轴向扭转,双腿折向同一侧，骨盆形成侧向地坐；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-031.webp
FL-032,FL,侧坐双腿折叠·开胸延展,双腿折向同一侧，骨盆形成侧向地坐；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-032.webp
FL-033,FL,盘腿高坐·纵向延展,盘腿地坐并向上拔高躯干；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,1,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-033.webp
FL-034,FL,盘腿高坐·侧向弧线,盘腿地坐并向上拔高躯干；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-034.webp
FL-035,FL,盘腿高坐·轴向扭转,盘腿地坐并向上拔高躯干；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-035.webp
FL-036,FL,盘腿高坐·开胸延展,盘腿地坐并向上拔高躯干；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-036.webp
FL-037,FL,双膝抱坐·纵向延展,双膝屈曲靠近胸前，整体形成紧凑地坐；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-037.webp
FL-038,FL,双膝抱坐·侧向弧线,双膝屈曲靠近胸前，整体形成紧凑地坐；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-038.webp
FL-039,FL,双膝抱坐·轴向扭转,双膝屈曲靠近胸前，整体形成紧凑地坐；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-039.webp
FL-040,FL,双膝抱坐·开胸延展,双膝屈曲靠近胸前，整体形成紧凑地坐；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-040.webp
FL-041,FL,后撑屈膝坐·纵向延展,双膝屈曲坐地，手臂可在身后参与支撑；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-041.webp
FL-042,FL,后撑屈膝坐·侧向弧线,双膝屈曲坐地，手臂可在身后参与支撑；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-042.webp
FL-043,FL,后撑屈膝坐·轴向扭转,双膝屈曲坐地，手臂可在身后参与支撑；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-043.webp
FL-044,FL,后撑屈膝坐·开胸延展,双膝屈曲坐地，手臂可在身后参与支撑；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-044.webp
FL-045,FL,侧卧长腿·纵向延展,身体侧卧，双腿纵向延长；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-045.webp
FL-046,FL,侧卧长腿·侧向弧线,身体侧卧，双腿纵向延长；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-046.webp
FL-047,FL,侧卧长腿·轴向扭转,身体侧卧，双腿纵向延长；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-047.webp
FL-048,FL,侧卧长腿·开胸延展,身体侧卧，双腿纵向延长；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-048.webp
FL-049,FL,侧卧屈膝·纵向延展,侧卧时双膝部分屈曲，轮廓更紧凑；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-049.webp
FL-050,FL,侧卧屈膝·侧向弧线,侧卧时双膝部分屈曲，轮廓更紧凑；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-050.webp
FL-051,FL,侧卧屈膝·轴向扭转,侧卧时双膝部分屈曲，轮廓更紧凑；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-051.webp
FL-052,FL,侧卧屈膝·开胸延展,侧卧时双膝部分屈曲，轮廓更紧凑；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-052.webp
FL-053,FL,仰卧单腿屈·纵向延展,仰卧，一腿伸长，另一腿屈膝形成高低差；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-053.webp
FL-054,FL,仰卧单腿屈·侧向弧线,仰卧，一腿伸长，另一腿屈膝形成高低差；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-054.webp
FL-055,FL,仰卧单腿屈·轴向扭转,仰卧，一腿伸长，另一腿屈膝形成高低差；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-055.webp
FL-056,FL,仰卧单腿屈·开胸延展,仰卧，一腿伸长，另一腿屈膝形成高低差；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-056.webp
FL-057,FL,俯卧前臂撑·纵向延展,俯卧并以双前臂抬起上身；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,easy,2,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-057.webp
FL-058,FL,俯卧前臂撑·侧向弧线,俯卧并以双前臂抬起上身；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-058.webp
FL-059,FL,俯卧前臂撑·轴向扭转,俯卧并以双前臂抬起上身；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-059.webp
FL-060,FL,俯卧前臂撑·开胸延展,俯卧并以双前臂抬起上身；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-060.webp
FL-061,FL,四点跪撑·纵向延展,双膝与双手接触地面形成四点低位结构；从骨盆到头顶保持长线，避免身体塌缩。,VERTICAL,medium,3,清冷|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-061.webp
FL-062,FL,四点跪撑·侧向弧线,双膝与双手接触地面形成四点低位结构；身体侧面形成连续弧线，强调腰侧与腿部连接。,C_CURVE,medium,3,优雅|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/FL-062.webp
FL-063,FL,四点跪撑·轴向扭转,双膝与双手接触地面形成四点低位结构；下肢/骨盆保持基底，上身向侧后方旋转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter|half_body,low,assets/pose-images/FL-063.webp
FL-064,FL,四点跪撑·开胸延展,双膝与双手接触地面形成四点低位结构；胸腔打开并向上或向后延展，形成舒展前侧线。,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/FL-064.webp
LE-001,LE,肩靠墙,单侧肩部靠墙，双脚离墙少量距离,DIAGONAL,easy,2,松弛|清冷,full_body|three_quarter|half_body,low,assets/pose-images/LE-001.webp
LE-002,LE,背靠墙,背部与墙面建立主要支撑，腿部自由错位,VERTICAL,easy,2,清冷|自然,full_body|three_quarter|half_body,low,assets/pose-images/LE-002.webp
LE-003,LE,胯侧靠墙,骨盆/髋部轻靠墙，胸腔向外离开墙面,S_CURVE,easy,2,优雅|时尚编辑,full_body|three_quarter|half_body,low,assets/pose-images/LE-003.webp
LE-004,LE,前臂撑墙,一侧前臂或手掌撑墙，上身形成对角,DIAGONAL,easy,2,时尚编辑|力量感,full_body|three_quarter|half_body,low,assets/pose-images/LE-004.webp
LE-005,LE,侧靠立柱,身体侧面靠立柱，腿部前后错位,C_CURVE,easy,2,优雅|松弛,full_body|three_quarter|half_body,low,assets/pose-images/LE-005.webp
LE-006,LE,扶栏杆侧倾,一手扶栏杆/台面，身体向外侧倾,DIAGONAL,easy,2,自然|优雅,full_body|three_quarter|half_body,low,assets/pose-images/LE-006.webp
LE-007,LE,手撑台面站,一手或双手落在台面，身体前倾或侧倾,TRIANGLE,easy,2,时尚编辑|自然,full_body|three_quarter|half_body,low,assets/pose-images/LE-007.webp
LE-008,LE,扶椅背站,站立时以前臂/手掌接触椅背形成辅助支点,TRIANGLE,easy,2,优雅|时尚编辑,full_body|three_quarter|half_body,low,assets/pose-images/LE-008.webp
LE-009,LE,门框上撑,手臂抬高接触门框/墙面，上身形成纵向延展,VERTICAL,easy,2,时尚编辑|戏剧化,full_body|three_quarter|half_body,low,assets/pose-images/LE-009.webp
LE-010,LE,单脚抵墙,一脚踩墙或立面低处，膝部抬高形成三角,TRIANGLE,medium,3,松弛|时尚编辑,full_body|three_quarter|half_body,low,assets/pose-images/LE-010.webp
LE-011,LE,头肩轻靠墙,头部或肩部轻靠墙，身体整体保持放松,COMPACT,easy,2,柔和|清冷,full_body|three_quarter|half_body,low,assets/pose-images/LE-011.webp
LE-012,LE,墙边后仰开胸,背部/肩部获得墙面辅助，胸腔向前上方打开,ARCH,medium,3,戏剧化|优雅,full_body|three_quarter|half_body,low,assets/pose-images/LE-012.webp
LE-013,LE,肩侧靠墙·胸胯反向S线,以一侧肩部轻靠墙面，身体其余部分保持独立支撑；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-013.webp
LE-014,LE,肩侧靠墙·前倾对角,以一侧肩部轻靠墙面，身体其余部分保持独立支撑；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-014.webp
LE-015,LE,肩侧靠墙·后仰扭转,以一侧肩部轻靠墙面，身体其余部分保持独立支撑；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-015.webp
LE-016,LE,背部靠墙·胸胯反向S线,上背或肩胛靠墙，双脚略离墙；借助支点让骨盆与胸腔轻度反向侧移。,S_CURVE,easy,2,优雅|柔和,full_body|three_quarter,low,assets/pose-images/LE-016.webp
LE-017,LE,背部靠墙·前倾对角,上背或肩胛靠墙，双脚略离墙；从髋部向支点或镜头方向前倾，形成明显斜线。,DIAGONAL,medium,3,时尚编辑|力量感,full_body|three_quarter,medium,assets/pose-images/LE-017.webp
LE-018,LE,背部靠墙·后仰扭转,上背或肩胛靠墙，双脚略离墙；利用支点打开胸腔并加入轻微反向扭转。,TWIST,medium,3,时尚编辑|清冷,full_body|three_quarter,low,assets/pose-images/LE-018.webp
